id,c_date,campaign_name,category,campaign_id,impressions,mark_spent,clicks,leads,orders,revenue,ROMI%,CTR %,CR1(LC)%,CR2(OL)%,AVERAGE ORDER VALUE,COST PER CLICK,COST PER LEAD,GROSS PROFIT,CAC
261,2/24/2021,facebook_retargeting,social,4387490,8966,"?2,857.10",297,6,1,"?4,981.00",0.743%,0.0331%,0.02020%,0.1667%,"?4,981.00",?9.62,?476.18,"?2,123.90","?2,857.10"
262,2/24/2021,facebook_lal,social,544756,148794,"?48,796.60",1196,38,6,"?8,178.00",-0.832%,0.0080%,0.03177%,0.1579%,"?1,363.00",?40.80,"?1,284.12","-?40,618.60","?8,132.77"
263,2/24/2021,instagram_blogger,influencer,374754,355802,"?42,311.50",2990,60,9,"?44,829.00",0.059%,0.0084%,0.02007%,0.1500%,"?4,981.00",?14.15,?705.19,"?2,517.50","?4,701.28"
264,2/24/2021,banner_partner,media,39889,2770687,"?34,169.90",4205,84,16,"?63,696.00",0.864%,0.0015%,0.01998%,0.1905%,"?3,981.00",?8.13,?406.78,"?29,526.10","?2,135.62"
265,2/25/2021,facebook_tier1,social,349043,94600,"?11,230.20",473,15,2,"?10,104.00",-0.100%,0.0050%,0.03171%,0.1333%,"?5,052.00",?23.74,?748.68,"-?1,126.20","?5,615.10"
266,2/25/2021,facebOOK_tier2,social,348934,131400,"?10,357.00",657,13,2,"?9,962.00",-0.038%,0.0050%,0.01979%,0.1538%,"?4,981.00",?15.76,?796.69,-?395.00,"?5,178.50"
267,2/25/2021,google_hot,search,89459845,8750,"?1,078.73",175,1,0,?0.00,-1.000%,0.0200%,0.00571%,0.0000%,?0.00,?6.16,"?1,078.73","-?1,078.73",?0.00
268,2/25/2021,google_wide,search,127823,61867,"?9,472.22",487,19,2,"?5,730.00",-0.395%,0.0079%,0.03901%,0.1053%,"?2,865.00",?19.45,?498.54,"-?3,742.22","?4,736.11"
269,2/25/2021,youtube_blogger,influencer,10934,94976,"?9,034.91",904,22,5,"?38,030.00",3.209%,0.0095%,0.02434%,0.2273%,"?7,606.00",?9.99,?410.68,"?28,995.09","?1,806.98"
270,2/25/2021,instagram_tier1,social,9034945,106000,"?2,304.01",530,6,1,"?5,981.00",1.596%,0.0050%,0.01132%,0.1667%,"?5,981.00",?4.35,?384.00,"?3,676.99","?2,304.01"
271,2/25/2021,instagram_tier2,social,983498,115468,"?2,059.03",1015,20,1,"?1,981.00",-0.038%,0.0088%,0.01970%,0.0500%,"?1,981.00",?2.03,?102.95,-?78.03,"?2,059.03"
272,2/25/2021,facebook_retargeting,social,4387490,2214,"?1,487.47",66,3,1,"?4,461.00",1.999%,0.0298%,0.04545%,0.3333%,"?4,461.00",?22.54,?495.82,"?2,973.53","?1,487.47"
273,2/25/2021,facebook_lal,social,544756,25000,"?5,871.29",250,5,1,?981.00,-0.833%,0.0100%,0.02000%,0.2000%,?981.00,?23.49,"?1,174.26","-?4,890.29","?5,871.29"
274,2/25/2021,instagram_blogger,influencer,374754,46753,"?6,227.53",591,12,2,"?10,130.00",0.627%,0.0126%,0.02030%,0.1667%,"?5,065.00",?10.54,?518.96,"?3,902.47","?3,113.77"
275,2/25/2021,banner_partner,media,39889,2885291,"?7,583.66",848,17,3,"?11,943.00",0.575%,0.0003%,0.02005%,0.1765%,"?3,981.00",?8.94,?446.10,"?4,359.34","?2,527.89"
276,2/26/2021,facebook_tier1,social,349043,168408,"?19,887.70",1207,39,4,"?22,488.00",0.131%,0.0072%,0.03231%,0.1026%,"?5,622.00",?16.48,?509.94,"?2,600.30","?4,971.93"
277,2/26/2021,facebOOK_tier2,social,348934,438858,"?17,935.40",1657,33,3,"?15,345.00",-0.144%,0.0038%,0.01992%,0.0909%,"?5,115.00",?10.82,?543.50,"-?2,590.40","?5,978.47"
278,2/26/2021,google_hot,search,89459845,22450,"?1,545.74",449,2,0,?0.00,-1.000%,0.0200%,0.00445%,0.0000%,?0.00,?3.44,?772.87,"-?1,545.74",?0.00
279,2/26/2021,google_wide,search,127823,240600,"?4,453.10",1203,11,1,"?2,283.00",-0.487%,0.0050%,0.00914%,0.0909%,"?2,283.00",?3.70,?404.83,"-?2,170.10","?4,453.10"
280,2/26/2021,youtube_blogger,influencer,10934,195016,"?38,804.20",2247,82,16,"?127,696.00",2.291%,0.0115%,0.03649%,0.1951%,"?7,981.00",?17.27,?473.22,"?88,891.80","?2,425.26"
281,2/26/2021,instagram_tier1,social,9034945,174375,"?12,592.40",1342,27,4,"?26,556.00",1.109%,0.0077%,0.02012%,0.1481%,"?6,639.00",?9.38,?466.39,"?13,963.60","?3,148.10"
282,2/26/2021,instagram_tier2,social,983498,508600,"?2,403.54",2543,73,1,"?1,981.00",-0.176%,0.0050%,0.02871%,0.0137%,"?1,981.00",?0.95,?32.93,-?422.54,"?2,403.54"
283,2/26/2021,facebook_retargeting,social,4387490,4906,"?1,071.16",143,3,1,"?4,981.00",3.650%,0.0291%,0.02098%,0.3333%,"?4,981.00",?7.49,?357.05,"?3,909.84","?1,071.16"
284,2/26/2021,facebook_lal,social,544756,55269,?315.92,610,0,0,?0.00,-1.000%,0.0110%,0.00000%,#DIV/0!,?0.00,?0.52,?0.00,-?315.92,?0.00
285,2/26/2021,instagram_blogger,influencer,374754,192489,"?15,596.00",1497,34,5,"?25,205.00",0.616%,0.0078%,0.02271%,0.1471%,"?5,041.00",?10.42,?458.71,"?9,609.00","?3,119.20"
286,2/26/2021,banner_partner,media,39889,20930000,"?8,087.73",2093,22,3,"?12,213.00",0.510%,0.0001%,0.01051%,0.1364%,"?4,071.00",?3.86,?367.62,"?4,125.27","?2,695.91"
287,2/27/2021,facebook_tier1,social,349043,213771,"?5,003.33",241,9,1,"?4,223.00",-0.156%,0.0011%,0.03734%,0.1111%,"?4,223.00",?20.76,?555.93,-?780.33,"?5,003.33"
288,2/27/2021,facebOOK_tier2,social,348934,66400,"?3,235.77",332,13,0,?0.00,-1.000%,0.0050%,0.03916%,0.0000%,?0.00,?9.75,?248.91,"-?3,235.77",?0.00
289,2/27/2021,google_hot,search,89459845,4662,"?1,754.25",83,2,0,?0.00,-1.000%,0.0178%,0.02410%,0.0000%,?0.00,?21.14,?877.13,"-?1,754.25",?0.00
290,2/27/2021,google_wide,search,127823,40004,"?1,487.24",243,5,0,?0.00,-1.000%,0.0061%,0.02058%,0.0000%,?0.00,?6.12,?297.45,"-?1,487.24",?0.00
291,2/27/2021,youtube_blogger,influencer,10934,44000,"?5,721.83",440,15,3,"?23,943.00",3.185%,0.0100%,0.03409%,0.2000%,"?7,981.00",?13.00,?381.46,"?18,221.17","?1,907.28"
292,2/27/2021,instagram_tier1,social,9034945,44112,"?1,832.16",275,6,1,"?5,981.00",2.264%,0.0062%,0.02182%,0.1667%,"?5,981.00",?6.66,?305.36,"?4,148.84","?1,832.16"
293,2/27/2021,instagram_tier2,social,983498,78799,?254.14,503,3,0,?0.00,-1.000%,0.0064%,0.00596%,0.0000%,?0.00,?0.51,?84.71,-?254.14,?0.00
294,2/27/2021,facebook_retargeting,social,4387490,667,?200.42,20,0,0,?0.00,-1.000%,0.0300%,0.00000%,#DIV/0!,?0.00,?10.02,?0.00,-?200.42,?0.00
295,2/27/2021,facebook_lal,social,544756,13693,"?3,098.45",115,2,0,?0.00,-1.000%,0.0084%,0.01739%,0.0000%,?0.00,?26.94,"?1,549.23","-?3,098.45",?0.00
296,2/27/2021,instagram_blogger,influencer,374754,24018,"?3,524.08",298,6,1,"?4,661.00",0.323%,0.0124%,0.02013%,0.1667%,"?4,661.00",?11.83,?587.35,"?1,136.92","?3,524.08"
297,2/27/2021,banner_partner,media,39889,182546,"?2,791.06",426,9,1,"?3,981.00",0.426%,0.0023%,0.02113%,0.1111%,"?3,981.00",?6.55,?310.12,"?1,189.94","?2,791.06"
298,2/28/2021,facebook_tier1,social,349043,97200,"?6,440.50",486,11,1,"?4,981.00",-0.227%,0.0050%,0.02263%,0.0909%,"?4,981.00",?13.25,?585.50,"-?1,459.50","?6,440.50"
299,2/28/2021,facebOOK_tier2,social,348934,132200,"?8,665.55",661,13,1,"?5,509.00",-0.364%,0.0050%,0.01967%,0.0769%,"?5,509.00",?13.11,?666.58,"-?3,156.55","?8,665.55"
300,2/28/2021,google_hot,search,89459845,11554,"?3,529.73",187,5,1,"?8,714.00",1.469%,0.0162%,0.02674%,0.2000%,"?8,714.00",?18.88,?705.95,"?5,184.27","?3,529.73"
301,2/28/2021,google_wide,search,127823,55625,?384.75,487,1,0,?0.00,-1.000%,0.0088%,0.00205%,0.0000%,?0.00,?0.79,?384.75,-?384.75,?0.00
302,2/28/2021,youtube_blogger,influencer,10934,129025,"?9,892.77",909,21,5,"?37,450.00",2.786%,0.0070%,0.02310%,0.2381%,"?7,490.00",?10.88,?471.08,"?27,557.23","?1,978.55"
303,2/28/2021,instagram_tier1,social,9034945,63566,"?4,950.74",546,12,1,"?5,981.00",0.208%,0.0086%,0.02198%,0.0833%,"?5,981.00",?9.07,?412.56,"?1,030.26","?4,950.74"
304,2/28/2021,instagram_tier2,social,983498,775780,?760.75,1024,4,0,?0.00,-1.000%,0.0013%,0.00391%,0.0000%,?0.00,?0.74,?190.19,-?760.75,?0.00
305,2/28/2021,facebook_retargeting,social,4387490,1933,?224.81,58,0,0,?0.00,-1.000%,0.0300%,0.00000%,#DIV/0!,?0.00,?3.88,?0.00,-?224.81,?0.00
306,2/28/2021,facebook_lal,social,544756,25840,"?6,844.80",248,5,1,"?1,491.00",-0.782%,0.0096%,0.02016%,0.2000%,"?1,491.00",?27.60,"?1,368.96","-?5,353.80","?6,844.80"
307,2/28/2021,instagram_blogger,influencer,374754,94058,"?4,845.65",594,12,1,"?5,008.00",0.034%,0.0063%,0.02020%,0.0833%,"?5,008.00",?8.16,?403.80,?162.35,"?4,845.65"
308,2/28/2021,banner_partner,media,39889,8490000,"?6,822.62",849,18,2,"?7,030.00",0.030%,0.0001%,0.02120%,0.1111%,"?3,515.00",?8.04,?379.03,?207.38,"?3,411.31"
,,,,,,,,,,,,,,,,,,,
